name,width,height,result
350003131.png,759,1012,0
370319092.png,91,114,1
340005221.png,544,760,1
380103072.png,390,513,0
310007322.png,355,473,1
310011492.png,353,476,0
360007051.png,268,363,0
370513072.png,252,346,1
330001681.png,261,319,0
310011313.png,354,477,0
320004063.png,486,644,0
320003172.png,427,593,0
371001031.png,356,391,1
370701242.png,359,414,0
350018172.png,203,277,1
370301222.png,453,650,1
370701102.png,410,476,0
360007011.png,268,363,1
370511062.png,318,439,0
340028271.png,418,527,0
370503281.png,247,328,1
340008401.png,482,634,1
370604021.png,249,334,0
370101061.png,354,472,1
370402261.png,400,533,0
370713181.png,405,510,1
360032051.png,761,922,1
310002051.png,437,546,0
370322132.png,441,551,1
340006252.png,413,531,0
370602221.png,254,305,1
370809112.png,846,1023,1
320009272.png,368,546,1
370325133.png,441,551,1
310003384.png,372,494,1
370326061.png,91,114,1
380201051.png,335,440,1
310007081.png,375,500,1
360003011.png,84,99,0
370501171.png,661,787,1
320005752.png,318,430,0
370409051.png,162,243,1
360007012.png,268,363,0
320008121.png,390,561,1
370103171.png,283,377,0
310003521.png,398,520,1
370702132.png,356,447,1
360018013.png,496,646,1
370516033.png,252,346,0
350032212.png,203,277,1
360011071.png,268,363,1
320009071.png,347,521,0
370613192.png,269,327,1
360035011.png,328,467,1
360021022.png,363,410,0
330009292.png,400,496,1
370902111.png,284,363,1
371206233.png,260,302,0
350023011.png,160,225,0
360014111.png,508,675,0
330010191.png,334,416,1
371402171.png,336,428,1
370713042.png,369,464,0
370406172.png,97,130,0
370109062.png,354,486,1
330002502.png,403,566,0
350027071.png,203,277,1
320006181.png,343,500,1
370911073.png,350,405,0
360035063.png,329,463,0
350009081.png,207,268,1
340011052.png,624,773,0
350032291.png,203,278,0
380202041.png,350,463,1
320028102.png,236,331,1
370402332.png,391,532,0
370801252.png,423,547,1
310004162.png,384,526,0
371303101.png,502,607,1
370618021.png,276,347,1
370324062.png,441,551,1
371402431.png,328,440,1
370405112.png,259,328,1
360001021.png,268,363,1
370408062.png,391,476,1
370413121.png,413,551,0
310002101.png,406,507,0
340008121.png,482,634,1
320009261.png,350,518,1
330003051.png,448,556,1
370905163.png,284,337,1
350017091.png,506,704,0
371205022.png,388,452,0
370319012.png,91,114,1
370712132.png,279,354,0
320010341.png,234,304,0
370319151.png,91,114,1
350005121.png,453,523,0
310004242.png,406,544,0
370512132.png,319,425,0
360009361.png,268,363,1
340012191.png,531,709,0
380101062.png,390,532,1
370404262.png,70,95,0
310003231.png,353,470,0
350019101.png,207,268,0
370319062.png,91,114,0
320012301.png,415,420,1
370321083.png,91,114,0
330010241.png,338,421,0
320001601.png,88,119,1
340009112.png,236,330,1
320002551.png,341,466,1
370707012.png,387,437,0
320005422.png,298,358,0
370810151.png,496,724,1
371303021.png,434,520,1
310011061.png,339,448,1
310003391.png,356,475,0
370808211.png,397,693,1
370402012.png,393,530,1
320012211.png,409,414,1
370803222.png,484,583,1
360012651.png,403,513,0
360015053.png,278,368,0
320018041.png,333,441,0
320003111.png,427,661,1
370717061.png,279,354,1
371402052.png,330,447,0
370701491.png,385,443,0
330004313.png,435,540,1
370903103.png,418,457,0
370310081.png,390,543,1
320017091.png,118,151,1
350029061.png,203,277,1
340005032.png,555,735,1
370413092.png,413,551,0
320005391.png,298,358,0
370506272.png,391,520,0
360009011.png,268,363,1
370101261.png,354,470,1
310008251.png,331,449,0
370301481.png,456,655,1
310011242.png,340,457,0
340008062.png,482,634,1
370701121.png,368,424,1
370615143.png,234,307,0
371204092.png,260,302,0
370322134.png,441,551,0
370323121.png,94,144,1
360016042.png,97,120,0
370804112.png,689,1003,1
340005101.png,544,737,1
370301592.png,469,672,1
370505142.png,314,387,1
370803072.png,496,592,1
350019172.png,207,268,1
360012662.png,417,531,0
340006151.png,413,531,1
370310282.png,390,543,1
370401291.png,413,551,1
350034122.png,541,683,1
371001233.png,357,392,1
370612011.png,545,667,1
370906081.png,227,305,1
370714131.png,261,320,0
370705071.png,349,415,1
350012051.png,522,694,1
370306041.png,441,551,1
371012017.png,350,350,1
370802231.png,497,673,1
370903121.png,417,465,0
360001081.png,268,363,0
360024141.png,505,606,0
370903041.png,414,461,0
371401162.png,338,440,0
370309071.png,441,551,1
320004011.png,495,645,1
370323233.png,346,494,1
370301231.png,478,687,1
330001543.png,260,319,0
370608162.png,259,312,0
370719041.png,511,389,0
340003102.png,473,591,1
360012521.png,401,498,1
340024062.png,591,709,1
371201041.png,260,302,1
370612262.png,547,668,1
370506152.png,388,496,0
370101152.png,354,463,0
350032401.png,203,277,1
320012091.png,414,418,1
320002122.png,359,490,0
370701682.png,326,375,0
370401293.png,413,551,0
330009041.png,370,459,1
320002522.png,341,466,0
360008622.png,268,363,0
370310141.png,390,543,1
360002281.png,410,525,1
370725032.png,250,312,1
350021051.png,771,970,1
320007341.png,236,320,1
320010011.png,234,288,1
340009121.png,236,330,1
320019101.png,142,179,0
340009021.png,236,330,1
371301303.png,381,458,0
360036021.png,776,941,1
320007251.png,236,316,1
320029052.png,407,553,0
360002102.png,568,742,0
370401271.png,413,551,0
370604072.png,405,531,0
320003363.png,427,593,0
370810071.png,500,600,0
320011331.png,236,330,1
310007102.png,378,503,1
370301393.png,458,656,0
370501261.png,661,787,1
330002762.png,374,526,0
310001021.png,395,523,1
370505102.png,297,395,0
330001331.png,261,318,1
330001251.png,261,309,0
370402041.png,386,535,0
360035122.png,329,466,0
340011161.png,592,789,0
371401032.png,317,452,1
371206121.png,260,302,1
320003711.png,426,593,0
371008061.png,714,998,0
350013114.png,226,297,0
350014081.png,538,711,0
370809041.png,774,840,0
370607091.png,248,300,1
320002481.png,341,471,1
370310052.png,390,543,0
370307041.png,441,551,1
360010041.png,479,615,0
350032011.png,203,277,1
371206102.png,260,302,1
360003141.png,89,104,1
340005362.png,549,721,1
310005101.png,402,547,1
340027192.png,413,531,0
370501211.png,661,787,0
350036101.png,539,683,0
370701521.png,412,476,0
370322071.png,441,551,1
350005191.png,462,524,1
330008061.png,455,564,1
370320221.png,441,551,0
350018191.png,203,277,1
350033122.png,203,277,0
350031112.png,394,498,1
360004083.png,707,915,1
340009191.png,236,330,1
370109031.png,354,422,0
350011042.png,160,224,1
330004041.png,464,576,0
310010071.png,331,449,0
360008081.png,268,363,0
370607081.png,246,299,1
370306071.png,441,551,1
370501222.png,661,787,0
370727011.png,351,442,0
370312162.png,441,551,0
340022023.png,259,346,0
350034291.png,499,676,1
370310064.png,390,543,1
350018122.png,203,277,0
320001432.png,91,125,1
310001253.png,439,583,0
340003121.png,428,591,1
371206252.png,260,302,1
370616021.png,272,328,1
320003332.png,427,593,0
370601053.png,247,319,1
320006031.png,349,507,0
320029024.png,407,549,0
320017121.png,115,153,0
340007041.png,413,531,1
320009182.png,330,499,1
370701641.png,383,443,1
370316131.png,441,551,1
360011331.png,268,363,0
360012291.png,472,650,1
370506242.png,392,495,1
370608181.png,258,309,0
310011231.png,352,473,1
320002941.png,367,508,0
310002071.png,441,551,1
371301241.png,479,574,1
371301091.png,481,578,0
320003362.png,427,593,0
370403261.png,594,678,1
360004061.png,514,736,0
370808221.png,396,652,0
370723061.png,406,508,0
370701753.png,357,411,0
310004371.png,357,472,1
370805011.png,662,976,1
370503072.png,252,333,1
370320222.png,441,551,1
371301534.png,424,509,0
370603042.png,545,670,1
350001191.png,537,704,1
370406222.png,99,134,1
350010081.png,207,268,1
371302362.png,444,537,1
370301612.png,452,661,1
370606051.png,249,304,0
370715052.png,284,354,1
360036012.png,828,1004,1
370218051.png,457,709,0
320021051.png,236,303,1
310008101.png,331,449,1
370616051.png,248,299,1
320016132.png,236,317,1
370701131.png,393,454,0
360009101.png,268,363,0
350015141.png,561,756,0
360012451.png,500,688,1
370701223.png,390,449,1
320006431.png,290,421,0
350037341.png,203,278,1
370313151.png,441,551,1
370716091.png,234,284,0
360025011.png,268,359,1
370801302.png,408,504,1
340024021.png,591,709,1
370314011.png,275,314,1
370501011.png,661,787,1
350025092.png,160,253,0
370311201.png,441,551,0
320018042.png,337,449,1
360018071.png,456,594,1
320003071.png,427,593,1
360008181.png,268,363,1
350037042.png,203,277,1
350037021.png,203,277,1
360012321.png,408,520,1
330002521.png,399,564,1
371202021.png,391,446,1
310011261.png,340,457,1
360032011.png,760,922,1
360019131.png,701,972,0
360037021.png,397,481,0
370703012.png,329,372,1
350018111.png,203,278,1
330004132.png,370,460,1
371302453.png,443,532,0
370316181.png,441,551,1
370909063.png,366,420,0
330008213.png,434,540,0
370801192.png,409,497,1
320024061.png,409,476,0
370402032.png,406,520,1
370312051.png,441,551,1
370801071.png,407,532,1
320001251.png,93,120,0
371402352.png,326,460,1
370608231.png,257,307,1
340027093.png,472,591,0
370316191.png,441,551,0
371402101.png,330,461,1
320018082.png,352,465,0
360008261.png,268,363,1
310009162.png,354,472,0
360031052.png,508,651,0
320011471.png,236,330,1
370607192.png,246,296,0
360016081.png,100,141,1
370313112.png,441,551,1
330010111.png,387,526,1
370406131.png,99,134,1
371010011.png,360,480,0
310004031.png,352,472,1
340027331.png,591,709,1
320022082.png,236,303,1
360024092.png,505,606,1
371301331.png,447,537,1
310002121.png,441,551,1
370110052.png,296,378,1
360012361.png,434,553,0
370612181.png,504,608,1
370319051.png,91,114,1
320010321.png,234,330,0
360036031.png,829,1004,1
370105145.png,396,524,0
370721081.png,163,228,0
370312112.png,441,551,0
360003051.png,82,106,1
371001111.png,357,391,1
320007291.png,238,320,1
350018152.png,203,277,0
370715012.png,277,347,0
340005012.png,520,744,0
340027193.png,413,531,0
370311252.png,441,551,1
350035422.png,505,690,1
370504241.png,338,472,1
370615062.png,232,306,0
370810172.png,496,734,1
350033351.png,203,278,1
330003262.png,462,574,1
370413042.png,413,551,1
370516011.png,252,346,1
350034231.png,537,692,1
320005841.png,460,687,1
330002822.png,391,550,1
380201061.png,344,455,1
330008081.png,455,564,0
330009051.png,384,477,1
320013131.png,354,496,1
320005681.png,482,687,1
370801191.png,416,455,0
320005042.png,315,370,1
340015051.png,574,775,0
350007201.png,203,277,1
350021131.png,780,982,1
350035432.png,513,680,0
310010011.png,331,449,1
350017092.png,277,385,1
330004112.png,391,485,1
320019121.png,141,179,1
340020032.png,315,520,1
310004143.png,331,449,1
370103101.png,283,377,1
340008391.png,482,634,1
360024181.png,505,606,1
370708011.png,353,399,0
360012101.png,492,740,1
310003162.png,375,500,1
370413093.png,413,551,0
350012212.png,564,689,0
370520022.png,259,353,0
330004362.png,406,505,1
370804012.png,689,849,1
340005322.png,546,745,0
370807041.png,645,819,1
371002082.png,648,860,0
370808062.png,416,640,0
370303041.png,441,551,1
350016071.png,492,618,0
310011101.png,393,522,0
360011211.png,268,363,1
340018032.png,468,558,1
350037302.png,203,277,1
320002801.png,364,502,1
370507032.png,579,768,1
320011051.png,236,330,1
370720101.png,291,383,1
370613103.png,258,315,0
370608081.png,257,306,0
350031061.png,424,546,1
370609132.png,249,301,1
370601161.png,250,339,0
370808041.png,401,652,1
370901422.png,347,396,0
310010241.png,331,449,1
370324092.png,441,551,1
340011271.png,544,753,1
320029022.png,271,369,1
330001413.png,260,302,0
370720032.png,284,379,0
371007073.png,350,450,1
320005621.png,318,430,1
320011434.png,236,330,0
360015032.png,269,358,1
370301041.png,455,654,1
370322012.png,441,551,1
370401071.png,413,551,1
360003112.png,78,93,1
370907021.png,284,364,1
370310301.png,390,543,0
370804241.png,728,812,0
320019041.png,140,178,1
360030161.png,414,555,1
370317221.png,441,551,0
371205111.png,433,493,1
370610222.png,258,303,1
370604161.png,248,315,0
360019061.png,723,967,0
340026092.png,203,259,0
320023011.png,236,321,1
350032092.png,203,277,0
370811022.png,700,938,1
370802081.png,427,559,0
360012082.png,500,689,1
360005031.png,707,899,0
370731031.png,320,468,0
370712031.png,275,330,0
350037182.png,203,277,0
370303151.png,441,551,1
380101071.png,390,559,0
330003041.png,447,554,0
340026063.png,218,288,1
350035201.png,507,659,1
360003381.png,76,95,0
320003251.png,427,593,1
370301301.png,448,643,0
370611032.png,235,284,1
340005282.png,572,749,0
370411072.png,194,291,1
340027313.png,472,591,0
310001121.png,417,552,1
330001401.png,260,315,0
360005671.png,508,707,0
370610181.png,259,310,1
320005021.png,298,358,0
330008041.png,438,544,1
350035231.png,558,666,0
330002352.png,394,554,0
330004123.png,435,539,1
340027312.png,472,591,1
350035251.png,514,693,1
340007091.png,413,531,0
350033303.png,203,277,0
370404261.png,70,94,1
320003701.png,426,593,0
360005311.png,516,682,0
320028081.png,236,326,0
370703152.png,368,416,1
360009131.png,268,363,0
370403054.png,473,573,0
350025021.png,159,254,1
320006532.png,337,447,1
320001292.png,89,119,0
320004051.png,484,653,0
371402351.png,323,447,0
320002081.png,369,506,1
370705261.png,373,444,1
370608041.png,252,301,0
370504131.png,509,669,0
320005472.png,322,375,1
350029051.png,203,278,1
330012062.png,528,657,1
371205151.png,427,486,1
350035321.png,502,672,1
350032192.png,203,277,1
350009122.png,207,268,0
370404071.png,62,86,1
350011061.png,160,231,1
330008473.png,380,472,0
370616081.png,268,325,1
310008022.png,331,449,1
350034202.png,526,670,1
360013032.png,436,558,1
370801321.png,375,545,1
370505073.png,304,400,0
371202131.png,402,459,0
360030031.png,404,551,1
330002271.png,395,558,1
370506232.png,391,521,0
370314181.png,275,314,1
370803193.png,479,578,0
360018062.png,496,647,0
330002093.png,402,567,0
370312212.png,441,551,0
340010131.png,354,466,1
370913022.png,336,428,1
370308021.png,441,551,1
370322032.png,441,551,1
330004091.png,445,552,1
330001222.png,261,319,0
360008052.png,268,363,1
370719012.png,487,381,0
330008101.png,394,490,1
350024034.png,152,203,0
310011182.png,351,469,0
370903102.png,423,472,1
371204292.png,259,302,1
320001981.png,94,120,1
370712051.png,278,330,1
370804021.png,690,836,1
360003311.png,87,103,1
310011032.png,348,466,0
360006101.png,268,363,0
350032253.png,203,278,0
371013021.png,350,450,1
340027321.png,591,709,0
330004061.png,485,602,1
370321151.png,91,114,1
330008072.png,400,496,1
370308042.png,441,551,1
360008562.png,268,363,1
350005091.png,493,567,1
370201232.png,426,594,0
370612071.png,524,629,1
360012512.png,500,688,0
320009012.png,341,512,0
370314111.png,275,314,1
370325082.png,441,551,0
370703041.png,347,392,1
320027141.png,236,303,1
310012131.png,404,544,0
360026011.png,477,597,1
370701303.png,361,416,0
370307132.png,441,551,0
340007222.png,413,531,0
350009121.png,207,268,0
370812052.png,717,850,0
340008361.png,482,634,1
371203101.png,436,497,0
370618051.png,282,351,1
340008301.png,482,634,0
350018031.png,203,278,1
310009062.png,354,472,0
310004072.png,286,438,1
350032292.png,203,277,1
310001193.png,469,617,0
360003382.png,78,91,1
370803012.png,474,569,0
350033061.png,203,278,1
370301462.png,452,648,1
320001901.png,87,122,1
370609061.png,229,277,1
360002361.png,389,541,1
370315182.png,441,551,0
370316091.png,441,551,0
360012761.png,404,523,0
320012152.png,344,364,0
370302082.png,441,551,0
370907082.png,283,380,1
370401331.png,413,551,0
310010371.png,331,449,1
360013152.png,465,594,1
360005172.png,508,702,1
370507172.png,579,768,0
350036082.png,516,689,1
370301341.png,473,680,1
330008471.png,362,450,0
330009252.png,384,468,0
350037061.png,203,278,0
370302262.png,441,551,1
371402041.png,336,436,1
370305121.png,441,551,1
360001181.png,268,363,1
370103012.png,283,377,0
370323162.png,346,494,1
370804242.png,693,840,1
350010031.png,207,268,1
310003271.png,397,528,1
330002781.png,416,588,1
340010042.png,298,394,1
340012271.png,433,577,1
320003182.png,427,593,1
320011441.png,236,330,1
371202122.png,419,477,0
340028171.png,412,523,0
370401213.png,413,551,0
370326031.png,91,114,1
370501241.png,661,787,0
370802072.png,388,555,1
370805031.png,665,937,0
320003791.png,427,593,0
370701651.png,392,453,1
370801251.png,390,515,0
360008152.png,268,363,0
370615141.png,234,307,1
370308032.png,441,551,0
310005051.png,314,418,0
3200021061.png,339,468,1
310011094.png,339,448,0
340019101.png,338,556,0
320005661.png,492,687,1
340020012.png,338,555,0
340024022.png,591,709,1
320002181.png,359,490,1
371401031.png,338,437,0
340018103.png,440,570,0
370725022.png,226,315,0
320013051.png,354,496,0
350032131.png,203,278,1
370601182.png,246,333,0
350037011.png,203,278,1
371015033.png,353,411,0
320017051.png,118,151,0
360001121.png,268,363,0
371402271.png,319,446,1
350035052.png,506,667,0
370614122.png,243,305,0
320007041.png,237,319,1
340024032.png,591,709,1
330004072.png,479,597,1
370701251.png,375,431,1
370303102.png,441,551,1
370711141.png,398,450,0
350021072.png,780,987,0
370323171.png,346,494,1
310011152.png,297,400,1
370101231.png,354,486,1
350037102.png,203,277,1
340009291.png,236,330,1
320025091.png,93,121,0
320002841.png,360,497,0
371401254.png,320,444,1
370901173.png,352,424,0
310008212.png,331,449,0
370303072.png,441,551,0
330001551.png,261,319,0
371205042.png,387,442,0
371301482.png,374,449,0
310012261.png,404,533,0
320001451.png,95,120,1
360012192.png,536,738,0
310004401.png,353,472,1
3200021152.png,370,511,0
320018011.png,368,450,1
360013231.png,438,560,0
370613113.png,257,317,0
